"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 1 Social Modifier","Interval Channel 2 Name","Interval Channel 2 Value"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:08:19","2018-03-13","14:08:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","1","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:08:19","2018-03-13","14:08:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","1","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:09:19","2018-03-13","14:09:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","2","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:09:19","2018-03-13","14:09:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","2","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:10:19","2018-03-13","14:10:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","3","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:10:19","2018-03-13","14:10:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","3","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:11:19","2018-03-13","14:11:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","4","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:11:19","2018-03-13","14:11:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","4","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:12:19","2018-03-13","14:12:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","5","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:12:19","2018-03-13","14:12:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","5","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:13:19","2018-03-13","14:13:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","6","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:13:19","2018-03-13","14:13:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","6","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:14:19","2018-03-13","14:14:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","7","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:14:19","2018-03-13","14:14:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","7","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:15:19","2018-03-13","14:15:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","8","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:15:19","2018-03-13","14:15:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","8","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:16:19","2018-03-13","14:16:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","9","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:16:19","2018-03-13","14:16:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","9","","","","Inactive","Resting"
"99","Dogs","Gina Gley","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-13 14:07:18","2018-03-13 14:22:18","2018-03-13 14:17:19","2018-03-13","14:17:19","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","10","","","","Inactive","Resting"
